Episode,Result,Duration,BossPool,P1Pool,P2Pool,BossDmgDealt,PlayerDmgDealt,BossHpLeft,P1HpLeft,P2HpLeft,BossHits,P1Hits,P2Hits
1,BossLose,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerTrainingSkillPool,209,2030,0.19,0.00,0.96,4,5,13
2,BossLose,90.0,BossTankSustain,PlayerTrainingSkillPool,PlayerHybridSurvivor,282,908,0.64,0.00,0.59,4,1,4
3,BossWin,54.5,BossMeleeAggro,PlayerCCDebuffer,PlayerHybridSurvivor,400,664,0.73,0.00,0.00,6,12,0
4,BossWin,35.8,BossRangedZoner,PlayerHybridSurvivor,PlayerCCDebuffer,400,555,0.78,0.00,0.00,6,2,5
5,BossLose,90.0,BossMeleeAggro,PlayerTrainingSkillPool,PlayerCCDebuffer,200,1142,0.54,0.00,1.00,9,5,12
6,BossWin,40.5,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,400,560,0.78,0.00,0.00,7,2,3
7,BossLose,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,237,1636,0.35,0.00,0.81,2,3,9
8,BossWin,46.2,BossTankSustain,PlayerTrainingSkillPool,PlayerTrainingSkillPool,400,739,0.70,0.00,0.00,4,10,2
9,BossWin,57.6,BossMeleeAggro,PlayerCCDebuffer,PlayerCCDebuffer,400,1022,0.59,0.00,0.00,7,2,10
10,BossWin,35.7,BossRangedZoner,PlayerMeleeBurst,PlayerCCDebuffer,400,1348,0.46,0.00,0.00,3,6,6
11,BossWin,70.2,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,400,1084,0.57,0.00,0.00,9,3,17
12,BossLose,56.2,BossTankSustain,PlayerMeleeBurst,PlayerTrainingSkillPool,79,2500,0.00,0.60,1.00,0,15,2
13,BossWin,30.4,BossMeleeAggro,PlayerHybridSurvivor,PlayerMeleeBurst,400,571,0.77,0.00,0.00,4,3,2
14,BossLose,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,268,1337,0.47,0.00,0.66,2,0,8
15,BossLose,90.0,BossTankSustain,PlayerMeleeBurst,PlayerTrainingSkillPool,200,1706,0.32,0.00,1.00,0,11,11
16,BossWin,35.1,BossRangedZoner,PlayerHybridSurvivor,PlayerCCDebuffer,400,666,0.73,0.00,0.00,6,0,6
17,BossLose,90.0,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,297,2299,0.08,0.52,0.00,3,23,12
18,BossWin,61.0,BossRangedZoner,PlayerTrainingSkillPool,PlayerCCDebuffer,400,1500,0.40,0.00,0.00,6,2,13
19,BossLose,90.0,BossTankSustain,PlayerCCDebuffer,PlayerMeleeBurst,122,1504,0.40,0.39,1.00,1,17,4
20,BossLose,90.0,BossMeleeAggro,PlayerTrainingSkillPool,PlayerTrainingSkillPool,258,1607,0.36,0.00,0.71,3,2,12
21,BossLose,48.4,BossRangedZoner,PlayerMeleeBurst,PlayerTrainingSkillPool,4,2500,0.00,0.98,1.00,0,14,5
22,BossWin,54.5,BossMeleeAggro,PlayerTrainingSkillPool,PlayerHybridSurvivor,400,485,0.81,0.00,0.00,4,6,0
23,BossLose,83.2,BossTankSustain,PlayerHybridSurvivor,PlayerMeleeBurst,337,2500,0.00,0.32,0.00,1,16,3
24,BossLose,90.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerTrainingSkillPool,200,975,0.61,0.00,1.00,3,4,3
25,BossLose,52.2,BossRangedZoner,PlayerMeleeBurst,PlayerTrainingSkillPool,286,2500,0.00,0.00,0.57,3,14,6
26,BossWin,36.1,BossMeleeAggro,PlayerCCDebuffer,PlayerMeleeBurst,400,816,0.67,0.00,0.00,5,6,1
27,BossLose,90.0,BossMeleeAggro,PlayerTrainingSkillPool,PlayerHybridSurvivor,354,1234,0.51,0.00,0.23,6,7,0
28,BossLose,90.0,BossMeleeAggro,PlayerCCDebuffer,PlayerTrainingSkillPool,200,1761,0.30,0.00,1.00,2,12,7
29,BossWin,30.1,BossMeleeAggro,PlayerMeleeBurst,PlayerCCDebuffer,400,666,0.73,0.00,0.00,4,2,3
30,BossWin,81.4,BossRangedZoner,PlayerTrainingSkillPool,PlayerCCDebuffer,400,1668,0.33,0.00,0.00,8,4,13
31,BossLose,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,213,2332,0.07,0.00,0.94,3,9,5
32,BossLose,55.4,BossTankSustain,PlayerHybridSurvivor,PlayerTrainingSkillPool,150,2500,0.00,1.00,0.25,0,8,7
33,BossLose,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerCCDebuffer,346,1422,0.43,0.00,0.27,5,2,16
34,BossLose,90.0,BossTankSustain,PlayerMeleeBurst,PlayerHybridSurvivor,239,2152,0.14,0.00,0.81,1,6,12
35,BossLose,90.0,BossRangedZoner,PlayerTrainingSkillPool,PlayerTrainingSkillPool,200,1635,0.35,0.00,1.00,2,10,5
36,BossWin,46.2,BossMeleeAggro,PlayerMeleeBurst,PlayerTrainingSkillPool,400,625,0.75,0.00,0.00,4,2,3
37,BossLose,90.0,BossMeleeAggro,PlayerCCDebuffer,PlayerMeleeBurst,200,1172,0.53,0.00,1.00,4,0,7
38,BossLose,90.0,BossTankSustain,PlayerTrainingSkillPool,PlayerCCDebuffer,219,1772,0.29,0.00,0.90,1,2,16
39,BossLose,48.2,BossRangedZoner,PlayerMeleeBurst,PlayerTrainingSkillPool,196,2500,0.00,0.03,0.99,2,14,6
40,BossLose,90.0,BossTankSustain,PlayerCCDebuffer,PlayerHybridSurvivor,309,2204,0.12,0.35,0.10,2,16,8
41,BossLose,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerCCDebuffer,200,2118,0.15,0.00,1.00,3,9,13
42,BossWin,33.8,BossMeleeAggro,PlayerCCDebuffer,PlayerMeleeBurst,400,461,0.82,0.00,0.00,4,5,3
43,BossLose,90.0,BossRangedZoner,PlayerCCDebuffer,PlayerHybridSurvivor,320,1767,0.29,0.00,0.40,7,4,8
44,BossWin,60.3,BossRangedZoner,PlayerCCDebuffer,PlayerMeleeBurst,400,1593,0.36,0.00,0.00,6,3,9
45,BossWin,15.7,BossMeleeAggro,PlayerCCDebuffer,PlayerCCDebuffer,400,32,0.99,0.00,0.00,2,3,2
46,BossLose,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerMeleeBurst,251,1991,0.20,0.00,0.74,1,6,11
47,BossLose,90.0,BossMeleeAggro,PlayerMeleeBurst,PlayerTrainingSkillPool,320,2022,0.19,0.00,0.40,6,6,7
48,BossWin,30.1,BossMeleeAggro,PlayerTrainingSkillPool,PlayerCCDebuffer,400,340,0.86,0.00,0.00,5,2,2
49,BossLose,90.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,270,1516,0.39,0.00,0.65,4,0,10
50,BossLose,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,328,590,0.76,0.00,0.36,6,3,2
51,BossLose,71.4,BossRangedZoner,PlayerTrainingSkillPool,PlayerHybridSurvivor,305,2500,0.00,0.00,0.47,3,9,8
52,BossLose,80.6,BossTankSustain,PlayerHybridSurvivor,PlayerCCDebuffer,200,2500,0.00,0.00,1.00,2,7,17
53,BossLose,71.1,BossTankSustain,PlayerCCDebuffer,PlayerHybridSurvivor,119,2500,0.00,0.41,1.00,0,16,7
54,BossLose,90.0,BossTankSustain,PlayerTrainingSkillPool,PlayerTrainingSkillPool,255,2414,0.03,0.00,0.72,3,13,17
55,BossWin,80.3,BossMeleeAggro,PlayerCCDebuffer,PlayerMeleeBurst,400,1718,0.31,0.00,0.00,6,22,4
56,BossLose,90.0,BossRangedZoner,PlayerMeleeBurst,PlayerMeleeBurst,293,760,0.70,0.00,0.54,8,2,5
57,BossLose,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,200,1330,0.47,0.00,1.00,2,8,2
58,BossWin,51.2,BossMeleeAggro,PlayerTrainingSkillPool,PlayerHybridSurvivor,400,1223,0.51,0.00,0.00,5,3,6
59,BossLose,90.0,BossRangedZoner,PlayerMeleeBurst,PlayerCCDebuffer,200,2473,0.01,0.00,1.00,3,16,12
60,BossLose,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,209,1411,0.44,0.00,0.95,2,8,4
61,BossLose,90.0,BossRangedZoner,PlayerMeleeBurst,PlayerCCDebuffer,223,2319,0.07,0.00,0.88,6,8,16
62,BossLose,90.0,BossTankSustain,PlayerCCDebuffer,PlayerHybridSurvivor,36,1981,0.21,1.00,0.82,1,21,2
63,BossWin,75.6,BossMeleeAggro,PlayerCCDebuffer,PlayerHybridSurvivor,400,1487,0.41,0.00,0.00,8,8,4
64,BossLose,90.0,BossTankSustain,PlayerCCDebuffer,PlayerTrainingSkillPool,182,1719,0.31,0.09,1.00,1,21,5
65,BossLose,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerCCDebuffer,274,1733,0.31,0.00,0.63,4,2,21
66,BossWin,60.6,BossMeleeAggro,PlayerCCDebuffer,PlayerMeleeBurst,400,1002,0.60,0.00,0.00,4,0,7
67,BossLose,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerCCDebuffer,208,1947,0.22,0.00,0.96,0,4,18
68,BossLose,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerCCDebuffer,310,1824,0.27,0.00,0.45,5,4,13
69,BossLose,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,200,654,0.74,0.00,1.00,2,5,2
70,BossLose,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerMeleeBurst,320,499,0.80,0.00,0.40,4,0,6
71,BossLose,50.2,BossRangedZoner,PlayerTrainingSkillPool,PlayerTrainingSkillPool,203,2500,0.00,0.00,0.98,3,11,8
72,BossLose,90.0,BossMeleeAggro,PlayerMeleeBurst,PlayerTrainingSkillPool,200,2179,0.13,0.00,1.00,3,9,7
73,BossLose,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerMeleeBurst,288,2209,0.12,0.00,0.56,4,4,12
74,BossLose,90.0,BossTankSustain,PlayerTrainingSkillPool,PlayerTrainingSkillPool,95,1507,0.40,0.55,0.97,0,12,9
75,BossLose,90.0,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,318,1355,0.46,0.00,0.41,4,5,14
76,BossLose,90.0,BossRangedZoner,PlayerTrainingSkillPool,PlayerTrainingSkillPool,226,1604,0.36,0.00,0.87,6,2,11
77,BossLose,90.0,BossTankSustain,PlayerTrainingSkillPool,PlayerHybridSurvivor,209,727,0.71,0.00,0.96,2,4,3
78,BossLose,90.0,BossRangedZoner,PlayerMeleeBurst,PlayerHybridSurvivor,266,1703,0.32,0.00,0.67,6,7,5
79,BossWin,38.5,BossMeleeAggro,PlayerCCDebuffer,PlayerHybridSurvivor,400,618,0.75,0.00,0.00,4,9,1
80,BossLose,90.0,BossTankSustain,PlayerCCDebuffer,PlayerCCDebuffer,200,1718,0.31,0.00,1.00,2,5,17
81,BossWin,80.1,BossMeleeAggro,PlayerMeleeBurst,PlayerMeleeBurst,400,1236,0.51,0.00,0.00,4,5,6
82,BossLose,90.0,BossMeleeAggro,PlayerCCDebuffer,PlayerMeleeBurst,270,190,0.92,0.00,0.65,2,0,3
83,BossWin,61.7,BossRangedZoner,PlayerTrainingSkillPool,PlayerCCDebuffer,400,886,0.65,0.00,0.00,5,2,10
84,BossLose,90.0,BossRangedZoner,PlayerTrainingSkillPool,PlayerMeleeBurst,229,2009,0.20,0.46,0.40,2,11,2
85,BossLose,57.2,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,45,2500,0.00,0.77,1.00,1,16,12
86,BossLose,90.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerMeleeBurst,236,2244,0.10,0.00,0.82,9,5,9
87,BossWin,72.4,BossRangedZoner,PlayerMeleeBurst,PlayerTrainingSkillPool,400,2069,0.17,0.00,0.00,9,12,4
88,BossLose,90.0,BossTankSustain,PlayerCCDebuffer,PlayerHybridSurvivor,310,1035,0.59,0.00,0.45,1,6,6
89,BossLose,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,200,2392,0.04,0.00,1.00,1,13,4
90,BossLose,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerCCDebuffer,282,1176,0.53,0.00,0.59,5,2,17
91,BossLose,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,332,660,0.74,0.00,0.34,5,1,3
92,BossLose,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerTrainingSkillPool,212,2372,0.05,0.00,0.94,0,14,13
93,BossLose,81.0,BossRangedZoner,PlayerMeleeBurst,PlayerHybridSurvivor,149,2500,0.00,0.89,0.37,2,16,1
94,BossLose,90.0,BossRangedZoner,PlayerTrainingSkillPool,PlayerTrainingSkillPool,233,1182,0.53,0.00,0.84,4,6,13
95,BossLose,90.0,BossMeleeAggro,PlayerMeleeBurst,PlayerCCDebuffer,200,2443,0.02,0.00,1.00,5,2,20
96,BossLose,90.0,BossMeleeAggro,PlayerTrainingSkillPool,PlayerTrainingSkillPool,200,1469,0.41,0.00,1.00,5,5,7
97,BossLose,88.9,BossTankSustain,PlayerTrainingSkillPool,PlayerCCDebuffer,154,2500,0.00,0.24,0.99,0,15,12
98,BossWin,39.4,BossMeleeAggro,PlayerHybridSurvivor,PlayerCCDebuffer,400,1218,0.51,0.00,0.00,4,6,2
99,BossLose,82.1,BossTankSustain,PlayerCCDebuffer,PlayerMeleeBurst,125,2500,0.00,0.37,1.00,0,22,9
100,BossLose,90.0,BossMeleeAggro,PlayerMeleeBurst,PlayerTrainingSkillPool,270,1925,0.23,0.00,0.65,7,2,9
101,BossLose,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerMeleeBurst,200,1852,0.26,0.00,1.00,4,1,11
102,BossWin,51.4,BossMeleeAggro,PlayerTrainingSkillPool,PlayerHybridSurvivor,400,721,0.71,0.00,0.00,7,4,2
103,BossLose,90.0,BossRangedZoner,PlayerTrainingSkillPool,PlayerCCDebuffer,200,1800,0.28,0.00,1.00,0,6,15
104,BossLose,90.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerTrainingSkillPool,285,1876,0.25,0.00,0.58,8,2,10
105,BossLose,64.3,BossTankSustain,PlayerTrainingSkillPool,PlayerMeleeBurst,207,2500,0.00,0.33,0.63,1,10,8
106,BossWin,36.1,BossMeleeAggro,PlayerTrainingSkillPool,PlayerCCDebuffer,400,383,0.85,0.00,0.00,5,4,2
107,BossLose,81.5,BossRangedZoner,PlayerTrainingSkillPool,PlayerCCDebuffer,160,2500,0.00,0.20,1.00,0,19,14
108,BossLose,80.9,BossTankSustain,PlayerTrainingSkillPool,PlayerTrainingSkillPool,200,2500,0.00,1.00,0.00,2,19,7
109,BossLose,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,200,1739,0.30,0.00,1.00,0,5,8
110,BossLose,71.3,BossRangedZoner,PlayerTrainingSkillPool,PlayerHybridSurvivor,269,2500,0.00,0.00,0.66,6,13,7
111,BossLose,90.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerCCDebuffer,306,1261,0.50,0.00,0.47,6,1,17
112,BossLose,36.3,BossTankSustain,PlayerMeleeBurst,PlayerCCDebuffer,165,2500,0.00,0.18,1.00,1,11,4
113,BossLose,81.6,BossRangedZoner,PlayerCCDebuffer,PlayerMeleeBurst,127,2500,0.00,0.79,0.58,2,16,7
114,BossLose,90.0,BossMeleeAggro,PlayerTrainingSkillPool,PlayerHybridSurvivor,200,80,0.97,0.00,1.00,3,1,0
115,BossLose,90.0,BossTankSustain,PlayerCCDebuffer,PlayerHybridSurvivor,200,1625,0.35,0.00,1.00,0,5,7
116,BossWin,47.2,BossMeleeAggro,PlayerMeleeBurst,PlayerTrainingSkillPool,400,1587,0.37,0.00,0.00,4,5,7
117,BossLose,90.0,BossTankSustain,PlayerTrainingSkillPool,PlayerCCDebuffer,161,2194,0.12,0.20,1.00,0,24,14
118,BossWin,65.2,BossMeleeAggro,PlayerCCDebuffer,PlayerHybridSurvivor,400,1186,0.53,0.00,0.00,6,4,6
119,BossLose,65.8,BossTankSustain,PlayerCCDebuffer,PlayerCCDebuffer,188,2500,0.00,0.28,0.78,0,19,15
120,BossLose,90.0,BossRangedZoner,PlayerTrainingSkillPool,PlayerHybridSurvivor,250,902,0.64,0.00,0.75,8,6,2
121,BossLose,40.4,BossRangedZoner,PlayerMeleeBurst,PlayerCCDebuffer,167,2500,0.00,0.17,1.00,2,10,6
122,BossLose,62.1,BossRangedZoner,PlayerHybridSurvivor,PlayerTrainingSkillPool,289,2500,0.00,0.55,0.00,3,18,1
123,BossLose,90.0,BossMeleeAggro,PlayerCCDebuffer,PlayerMeleeBurst,316,968,0.61,0.00,0.42,8,7,1
124,BossLose,90.0,BossTankSustain,PlayerCCDebuffer,PlayerHybridSurvivor,200,2049,0.18,0.00,1.00,3,8,8
125,BossLose,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,149,2258,0.10,0.65,0.60,0,16,0
126,BossWin,30.3,BossRangedZoner,PlayerCCDebuffer,PlayerMeleeBurst,400,334,0.87,0.00,0.00,5,2,1
127,BossLose,90.0,BossRangedZoner,PlayerCCDebuffer,PlayerMeleeBurst,377,2363,0.05,0.00,0.11,6,7,12
128,BossWin,87.3,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,400,1327,0.47,0.00,0.00,7,2,8
129,BossWin,50.4,BossRangedZoner,PlayerHybridSurvivor,PlayerTrainingSkillPool,400,395,0.84,0.00,0.00,6,3,1
130,BossLose,90.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerCCDebuffer,274,1914,0.23,0.00,0.63,3,5,15
131,BossLose,90.0,BossMeleeAggro,PlayerMeleeBurst,PlayerCCDebuffer,200,1713,0.32,0.00,1.00,10,4,15
132,BossWin,70.2,BossMeleeAggro,PlayerMeleeBurst,PlayerCCDebuffer,400,1919,0.23,0.00,0.00,7,8,10
133,BossLose,63.5,BossRangedZoner,PlayerHybridSurvivor,PlayerTrainingSkillPool,185,2500,0.00,0.07,1.00,1,14,9
134,BossLose,55.7,BossRangedZoner,PlayerTrainingSkillPool,PlayerCCDebuffer,108,2500,0.00,0.46,1.00,2,12,11
135,BossLose,90.0,BossMeleeAggro,PlayerMeleeBurst,PlayerCCDebuffer,278,1392,0.44,0.00,0.61,5,3,15
136,BossLose,90.0,BossTankSustain,PlayerTrainingSkillPool,PlayerHybridSurvivor,74,1837,0.27,0.63,1.00,2,17,5
137,BossLose,90.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerMeleeBurst,237,1852,0.26,0.00,0.82,3,2,11
138,BossLose,90.0,BossTankSustain,PlayerTrainingSkillPool,PlayerHybridSurvivor,71,1494,0.40,1.00,0.65,2,11,0
139,BossLose,90.0,BossRangedZoner,PlayerCCDebuffer,PlayerMeleeBurst,321,1872,0.25,0.00,0.39,9,2,10
140,BossLose,90.0,BossTankSustain,PlayerCCDebuffer,PlayerTrainingSkillPool,200,780,0.69,0.00,1.00,1,12,9
141,BossLose,90.0,BossMeleeAggro,PlayerTrainingSkillPool,PlayerMeleeBurst,56,1945,0.22,0.72,1.00,0,20,2
142,BossLose,90.0,BossMeleeAggro,PlayerCCDebuffer,PlayerMeleeBurst,320,713,0.71,0.00,0.40,4,2,4
143,BossLose,40.5,BossRangedZoner,PlayerMeleeBurst,PlayerHybridSurvivor,355,2500,0.00,0.11,0.11,2,11,3
144,BossLose,56.2,BossTankSustain,PlayerMeleeBurst,PlayerMeleeBurst,186,2500,0.00,0.07,1.00,2,16,3
145,BossWin,41.6,BossRangedZoner,PlayerMeleeBurst,PlayerHybridSurvivor,400,749,0.70,0.00,0.00,5,7,0
146,BossWin,81.5,BossMeleeAggro,PlayerTrainingSkillPool,PlayerCCDebuffer,400,2056,0.18,0.00,0.00,10,3,18
147,BossWin,63.8,BossTankSustain,PlayerMeleeBurst,PlayerTrainingSkillPool,400,1994,0.20,0.00,0.00,6,16,2
148,BossWin,50.8,BossMeleeAggro,PlayerMeleeBurst,PlayerHybridSurvivor,400,803,0.68,0.00,0.00,4,1,4
149,BossLose,81.1,BossRangedZoner,PlayerTrainingSkillPool,PlayerTrainingSkillPool,341,2500,0.00,0.00,0.29,4,4,12
150,BossWin,55.7,BossMeleeAggro,PlayerMeleeBurst,PlayerCCDebuffer,400,606,0.76,0.00,0.00,5,2,9
151,BossWin,55.8,BossMeleeAggro,PlayerCCDebuffer,PlayerTrainingSkillPool,400,1292,0.48,0.00,0.00,6,4,12
152,BossLose,90.0,BossRangedZoner,PlayerTrainingSkillPool,PlayerCCDebuffer,279,2468,0.01,0.00,0.61,6,12,19
153,BossLose,90.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerCCDebuffer,200,2457,0.02,0.00,1.00,2,5,15
154,BossWin,66.6,BossMeleeAggro,PlayerCCDebuffer,PlayerHybridSurvivor,400,910,0.64,0.00,0.00,6,9,3
155,BossLose,79.7,BossRangedZoner,PlayerHybridSurvivor,PlayerCCDebuffer,200,2500,0.00,0.00,1.00,5,7,17
156,BossLose,90.0,BossMeleeAggro,PlayerTrainingSkillPool,PlayerMeleeBurst,362,1847,0.26,0.00,0.19,9,3,7
157,BossLose,81.5,BossTankSustain,PlayerCCDebuffer,PlayerMeleeBurst,83,2500,0.00,1.00,0.59,2,16,6
158,BossLose,56.3,BossTankSustain,PlayerTrainingSkillPool,PlayerMeleeBurst,0,2500,0.00,1.00,1.00,0,8,8
159,BossLose,78.4,BossMeleeAggro,PlayerCCDebuffer,PlayerTrainingSkillPool,152,2500,0.00,0.80,0.44,1,16,14
160,BossLose,86.1,BossMeleeAggro,PlayerCCDebuffer,PlayerCCDebuffer,331,2500,0.00,0.00,0.35,3,21,18
161,BossWin,24.3,BossTankSustain,PlayerMeleeBurst,PlayerMeleeBurst,400,660,0.74,0.00,0.00,3,5,2
162,BossLose,90.0,BossTankSustain,PlayerTrainingSkillPool,PlayerHybridSurvivor,222,1058,0.58,0.00,0.89,4,9,2
163,BossLose,64.5,BossRangedZoner,PlayerMeleeBurst,PlayerTrainingSkillPool,195,2500,0.00,0.13,0.90,3,15,6
164,BossWin,30.7,BossRangedZoner,PlayerMeleeBurst,PlayerTrainingSkillPool,400,635,0.75,0.00,0.00,4,2,4
165,BossLose,90.0,BossRangedZoner,PlayerTrainingSkillPool,PlayerTrainingSkillPool,363,652,0.74,0.00,0.18,13,2,11
166,BossLose,90.0,BossMeleeAggro,PlayerMeleeBurst,PlayerTrainingSkillPool,200,1815,0.27,0.00,1.00,8,3,12
167,BossLose,59.0,BossTankSustain,PlayerHybridSurvivor,PlayerCCDebuffer,200,2500,0.00,0.00,1.00,2,8,14
168,BossLose,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,286,1936,0.23,0.00,0.57,2,4,8
169,BossLose,90.0,BossRangedZoner,PlayerTrainingSkillPool,PlayerMeleeBurst,343,910,0.64,0.00,0.28,3,1,6
170,BossLose,81.5,BossRangedZoner,PlayerTrainingSkillPool,PlayerHybridSurvivor,82,2500,0.00,0.59,1.00,0,14,6
171,BossLose,82.7,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,291,2500,0.00,0.00,0.55,3,13,17
172,BossLose,90.0,BossTankSustain,PlayerCCDebuffer,PlayerMeleeBurst,200,2056,0.18,0.00,1.00,2,15,9
173,BossWin,30.2,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,400,803,0.68,0.00,0.00,4,4,1
174,BossWin,54.4,BossMeleeAggro,PlayerHybridSurvivor,PlayerCCDebuffer,400,1296,0.48,0.00,0.00,4,3,7
175,BossLose,90.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerMeleeBurst,200,455,0.82,0.00,1.00,5,3,1
176,BossWin,45.4,BossMeleeAggro,PlayerTrainingSkillPool,PlayerMeleeBurst,400,1295,0.48,0.00,0.00,4,6,4
177,BossLose,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,204,1268,0.49,0.00,0.98,0,3,8
178,BossLose,90.0,BossRangedZoner,PlayerTrainingSkillPool,PlayerTrainingSkillPool,92,2255,0.10,0.62,0.92,1,18,6
179,BossWin,21.6,BossMeleeAggro,PlayerHybridSurvivor,PlayerTrainingSkillPool,400,668,0.73,0.00,0.00,4,1,3
180,BossLose,90.0,BossRangedZoner,PlayerCCDebuffer,PlayerHybridSurvivor,332,1803,0.28,0.00,0.34,4,9,6
181,BossLose,90.0,BossMeleeAggro,PlayerTrainingSkillPool,PlayerCCDebuffer,200,1057,0.58,0.00,1.00,13,3,8
182,BossLose,70.9,BossTankSustain,PlayerCCDebuffer,PlayerCCDebuffer,113,2500,0.00,0.44,1.00,1,15,11
183,BossLose,81.5,BossTankSustain,PlayerCCDebuffer,PlayerMeleeBurst,194,2500,0.00,0.55,0.48,2,19,7
184,BossLose,69.0,BossTankSustain,PlayerTrainingSkillPool,PlayerTrainingSkillPool,147,2500,0.00,0.45,0.82,2,13,1
185,BossWin,50.4,BossMeleeAggro,PlayerTrainingSkillPool,PlayerCCDebuffer,400,929,0.63,0.00,0.00,6,5,9
186,BossLose,44.3,BossMeleeAggro,PlayerMeleeBurst,PlayerCCDebuffer,137,2500,0.00,0.32,1.00,1,11,9
187,BossLose,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerMeleeBurst,145,1005,0.60,0.29,0.99,3,8,3
188,BossLose,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerMeleeBurst,200,1036,0.59,0.00,1.00,5,4,4
189,BossLose,90.0,BossTankSustain,PlayerCCDebuffer,PlayerCCDebuffer,200,2154,0.14,0.00,1.00,3,12,12
190,BossLose,48.3,BossRangedZoner,PlayerMeleeBurst,PlayerMeleeBurst,30,2500,0.00,0.85,1.00,1,14,4
191,BossWin,74.3,BossMeleeAggro,PlayerHybridSurvivor,PlayerMeleeBurst,400,540,0.78,0.00,0.00,5,1,4
192,BossLose,72.4,BossMeleeAggro,PlayerMeleeBurst,PlayerTrainingSkillPool,241,2500,0.00,0.00,0.79,7,2,13
193,BossWin,46.1,BossTankSustain,PlayerMeleeBurst,PlayerHybridSurvivor,400,1555,0.38,0.00,0.00,4,9,2
194,BossLose,64.8,BossTankSustain,PlayerMeleeBurst,PlayerHybridSurvivor,222,2500,0.00,0.23,0.66,2,12,4
195,BossLose,63.9,BossRangedZoner,PlayerCCDebuffer,PlayerMeleeBurst,61,2500,0.00,0.70,1.00,0,16,7
196,BossWin,86.4,BossTankSustain,PlayerMeleeBurst,PlayerCCDebuffer,400,1793,0.28,0.00,0.00,4,7,13
197,BossLose,90.0,BossMeleeAggro,PlayerTrainingSkillPool,PlayerHybridSurvivor,200,1346,0.46,0.00,1.00,2,4,5
198,BossLose,90.0,BossMeleeAggro,PlayerCCDebuffer,PlayerCCDebuffer,286,1118,0.55,0.00,0.57,6,1,11
199,BossLose,90.0,BossMeleeAggro,PlayerTrainingSkillPool,PlayerHybridSurvivor,277,90,0.96,0.00,0.61,3,1,0
200,BossWin,69.1,BossTankSustain,PlayerCCDebuffer,PlayerTrainingSkillPool,400,1317,0.47,0.00,0.00,4,11,3
201,BossLose,57.4,BossRangedZoner,PlayerCCDebuffer,PlayerTrainingSkillPool,115,2500,0.00,0.68,0.75,1,13,6
202,BossLose,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerMeleeBurst,286,1957,0.22,0.00,0.57,6,1,11
203,BossLose,90.0,BossTankSustain,PlayerTrainingSkillPool,PlayerHybridSurvivor,181,926,0.63,0.25,0.84,2,3,3
